Date,Open,High,Low,Close,Adj Close,Volume
2023-01-19,3.210000,3.210000,3.200000,3.210000,3.139654,32600
2023-01-20,3.120000,3.160000,3.120000,3.120000,3.051626,5200
2023-01-23,3.128000,3.210000,3.060000,3.210000,3.139654,18300
2023-01-24,3.150000,3.150000,3.050000,3.150000,3.080969,4100
2023-01-25,3.070000,3.070000,3.050000,3.050000,2.983160,1900
2023-01-26,3.030000,3.030000,3.005000,3.005000,2.939147,2800
2023-01-27,3.005000,3.040000,3.005000,3.040000,2.973379,19300
2023-01-30,2.935000,2.960000,2.930000,2.950000,2.885352,146100
2023-01-31,2.980000,3.130000,2.980000,3.126000,3.057495,5600
2023-02-01,3.065000,3.160000,3.037000,3.160000,3.090750,2500
2023-02-02,2.980000,2.980000,2.940000,2.980000,2.914694,6400
2023-02-03,2.982000,3.090000,2.982000,3.059000,2.991963,131600
2023-02-06,3.109000,3.109000,2.950000,2.950000,2.885352,1400
2023-02-07,3.000000,3.029000,2.970000,3.029000,2.962620,2300
2023-02-08,3.000000,3.000000,3.000000,3.000000,2.934256,30300
2023-02-09,2.905000,2.950000,2.900000,2.950000,2.885352,3100
2023-02-10,2.921000,2.930000,2.915000,2.930000,2.865790,3400
2023-02-13,2.900000,2.980000,2.850000,2.980000,2.914694,32000
2023-02-14,2.990000,2.990000,2.935000,2.990000,2.924475,600
2023-02-15,2.925000,2.958000,2.925000,2.958000,2.893176,900
2023-02-16,2.930000,2.970000,2.930000,2.970000,2.904913,900
2023-02-17,2.921000,2.921000,2.921000,2.921000,2.856987,500
2023-02-21,3.010000,3.010000,2.970000,2.980000,2.914694,23300
2023-02-22,3.000000,3.000000,2.910000,2.910000,2.846228,12600
2023-02-23,2.950000,2.980000,2.950000,2.970000,2.904913,1900
2023-02-24,2.930000,2.960000,2.915000,2.915000,2.851119,2300
2023-02-27,2.820000,2.820000,2.820000,2.820000,2.758201,26500
2023-02-28,2.713000,2.750000,2.713000,2.750000,2.689735,1200
2023-03-01,2.750000,2.750000,2.750000,2.750000,2.689735,0
2023-03-02,2.660000,2.690000,2.660000,2.690000,2.631050,1100
2023-03-03,2.653000,2.653000,2.616000,2.616000,2.558671,2100
2023-03-06,2.630000,2.630000,2.630000,2.630000,2.572365,300
2023-03-07,2.673000,2.673000,2.645000,2.660000,2.601707,1600
2023-03-08,2.624000,2.650000,2.560000,2.560000,2.503898,9900
2023-03-09,2.690000,2.690000,2.573000,2.573000,2.516613,4200
2023-03-10,2.620000,2.620000,2.550000,2.610000,2.552803,3900
2023-03-13,2.690000,2.690000,2.663000,2.663000,2.604641,2300
2023-03-14,2.660000,2.670000,2.585000,2.585000,2.528351,2200
2023-03-15,2.406000,2.430000,2.350000,2.430000,2.376747,4600
2023-03-16,2.410000,2.410000,2.310000,2.310000,2.259377,17000
2023-03-17,2.390000,2.470000,2.330000,2.470000,2.415871,13000
2023-03-20,2.429000,2.460000,2.390000,2.425000,2.371857,4400
2023-03-21,2.590000,2.605000,2.570000,2.605000,2.547912,1800
2023-03-22,2.630000,2.720000,2.576000,2.720000,2.660392,1000
2023-03-23,2.680000,2.760000,2.620000,2.760000,2.699516,600
2023-03-24,2.590000,2.590000,2.570000,2.570000,2.513679,6800
2023-03-27,2.550000,2.610000,2.500000,2.610000,2.552803,1700
2023-03-28,2.660000,2.670000,2.660000,2.670000,2.611488,1400
2023-03-29,2.673000,2.673000,2.655000,2.655000,2.596817,400
2023-03-30,2.680000,2.690000,2.660000,2.690000,2.631050,20200
2023-03-31,2.585000,2.630000,2.540000,2.628000,2.570408,3900
2023-04-03,2.616000,2.616000,2.590000,2.590000,2.533241,800
2023-04-04,2.570000,2.660000,2.570000,2.660000,2.601707,3300
2023-04-05,2.650000,2.650000,2.490000,2.570000,2.513679,4100
2023-04-06,2.580000,2.610000,2.580000,2.610000,2.552803,1200
2023-04-10,2.415000,2.460000,2.415000,2.460000,2.406090,500
2023-04-11,2.357000,2.370000,2.320000,2.320000,2.269158,3600
2023-04-12,2.405000,2.440000,2.405000,2.440000,2.386528,6600
2023-04-13,2.400000,2.450000,2.350000,2.350000,2.298501,5900
2023-04-14,2.390000,2.390000,2.370000,2.370000,2.318062,700
2023-04-17,2.345000,2.390000,2.320000,2.390000,2.337624,14000
2023-04-18,2.400000,2.400000,2.350000,2.400000,2.347405,22500
2023-04-19,2.388000,2.388000,2.300000,2.345000,2.293610,1100
2023-04-20,2.390000,2.390000,2.390000,2.390000,2.337624,1900
2023-04-21,2.310000,2.440000,2.310000,2.440000,2.386528,80000
2023-04-24,2.370000,2.370000,2.370000,2.370000,2.318062,81900
2023-04-25,2.325000,2.390000,2.250000,2.250000,2.200692,5700
2023-04-26,2.340000,2.340000,2.340000,2.340000,2.288720,700
2023-04-27,2.345000,2.345000,2.300000,2.300000,2.249596,41200
2023-04-28,2.300000,2.330000,2.300000,2.330000,2.278939,200
2023-05-01,2.382000,2.430000,2.382000,2.430000,2.376747,2500
2023-05-02,2.295000,2.295000,2.280000,2.280000,2.230035,1400
2023-05-03,2.392000,2.392000,2.392000,2.392000,2.339580,600
2023-05-04,2.445000,2.445000,2.445000,2.445000,2.391419,2400
2023-05-05,2.470000,2.470000,2.448000,2.448000,2.394353,20100
2023-05-08,2.419000,2.419000,2.419000,2.419000,2.365988,1600
2023-05-09,2.565000,2.565000,2.500000,2.550000,2.494117,700
2023-05-10,2.550000,2.600000,2.500000,2.500000,2.445213,4800
2023-05-11,2.610000,2.610000,2.610000,2.610000,2.552803,700
2023-05-12,2.616000,2.616000,2.560000,2.560000,2.503898,400
2023-05-15,2.570000,2.575000,2.530000,2.530000,2.474556,4800
2023-05-16,2.599000,2.599000,2.574000,2.574000,2.517591,400
2023-05-17,2.673000,2.770000,2.510000,2.601000,2.544000,3700
2023-05-18,2.608000,2.608000,2.568000,2.580000,2.580000,700
2023-05-19,2.630000,2.680000,2.600000,2.680000,2.680000,68500
2023-05-22,2.610000,2.710000,2.610000,2.710000,2.710000,15300
2023-05-23,2.480000,2.700000,2.480000,2.660000,2.660000,6300
2023-05-24,2.510000,2.610000,2.510000,2.610000,2.610000,1500
2023-05-25,2.601000,2.601000,2.500000,2.500000,2.500000,3500
2023-05-26,2.500000,2.541000,2.430000,2.430000,2.430000,900
2023-05-30,2.595000,2.653000,2.480000,2.480000,2.480000,1100
2023-05-31,2.600000,2.600000,2.600000,2.600000,2.600000,18300
2023-06-01,2.560000,2.560000,2.560000,2.560000,2.560000,800
2023-06-02,2.560000,2.560000,2.560000,2.560000,2.560000,0
2023-06-05,2.621000,2.621000,2.530000,2.600000,2.600000,1300
2023-06-06,2.600000,2.600000,2.600000,2.600000,2.600000,0
2023-06-07,2.691000,2.691000,2.691000,2.691000,2.691000,800
2023-06-08,2.740000,2.840000,2.740000,2.840000,2.840000,1200
2023-06-09,2.730000,2.745000,2.680000,2.730000,2.730000,2500
2023-06-12,2.715000,2.715000,2.715000,2.715000,2.715000,1000
2023-06-13,2.710000,2.710000,2.710000,2.710000,2.710000,3200
